UNIQUEID,YEAR,PERIOD,AUT1,AFFIL_AUT1,DPT_AUT1,AUT2,AFFIL_AUT2,DPT_AUT2,AUT3,AFFIL_AUT3,DPT_AUT3,AUT4,AFFIL_AUT4,DPT_AUT4,AUT5,AFFIL_AUT5,DPT_AUT5
1101,1979,1976-1980,"melvin, jr",U Western Ontario,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,2007,2004-2008,"merz, monika",Bonn U,Economics,"   yashiv, eran",Tel Aviv U ,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,1956,1956-1960,"meyer, fv",Exeter,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,2005,2004-2008,"michener, rw",U Virginia ,Economics,"   wright, re",NYU,Business,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,1977,1976-1980,"milenkovitch, dd",Barnard College,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
945,1978,1976-1980,"miller, nc",U of Pittsburgh,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1957,1956-1960,"Minsky, hp",Brown,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,1976,1976-1980,"mishkin, fs",MIT,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,2006,2004-2008,"mitcell, mf",U Iowa,Economics,"   moro, a",Federal Reserve Bank of NY ,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA
952,1978,1976-1980,"miyao, t",UC Santa Barbara,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,2006,2004-2008,"mobius, mm",Harvard,Economics,"   rosenblat, ts",Wesleyan U ,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,2005,2004-2008,"montalvo, jg",U Pompeu Fabra,Economics,"   reynal-querol, m",World Bank,World Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,2008,2004-2008,"montero, juan-pablo",Pontificia U Catolica de Chile,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,1959,1956-1960,"montias, jm",Yale,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,2004,2004-2008,"moretti, e",UCLA,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,1956,1956-1960,"morgan, jn",Michigan,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
868,1978,1976-1980,"morgan, jn",U Michigan,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,2007,2004-2008,"morrison, steven a.",Northeastern,Economics,"   winston, clifford",Brookings Institution,Think tank,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,2007,2004-2008,"moscarini, giuseppe",Yale,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,2005,2004-2008,"mukand, sw",Tufts,Economics,"   rodrik, d",Harvard,Public Affairs,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,2005,2004-2008,"mullainathan, s",Harvard,Economics,"   shleifer, a",Harvard,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,1957,1956-1960,"mundell, r",Chicago,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,1960,1956-1960,"mundell, r",Johns Hopkins,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,2006,2004-2008,"munshi, kaivan",Brown ,Economics,"   rosenzweig, mark",Yale,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,2008,2004-2008,"myerson, roger b.",U Chicago,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,2004,2004-2008,"neary, jp",Upenn,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,1977,1976-1980,"nelson, rr",Yale,Economics,"   winter, sg",Yale,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,1956,1956-1960,"nelson, rr",Oberlin,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,2007,2004-2008,"ngai, l. rachel",LSE,Economics,"   pissarides, christopher a.",LSE,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,2007,2004-2008,"niederle, muriel",Stanford,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,1976,1976-1980,"niehans, j",Johns Hopkins U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,2007,2004-2008,"nocke, volker",Oxford,Economics,"   white, lucy",Harvard,Business,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,1976,1976-1980,"nordhaus, wd",Yale,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
769,1977,1976-1980,"orcutt, gh",Yale,Economics,"   franklin, sd",The Urban Institute,Think tank,"   mendelsohn, r",Yale,Unknown,"   smith, jd",Yale,Unknown,NA,NA,NA
123,1960,1956-1960,"orcutt, gh",Wisconsin,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,2006,2004-2008,"oreopoulos, p",U Toronto,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,1976,1976-1980,"orr, l",Indiana U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,2005,2004-2008,"pagano, m",U di Napoli Federico II,Economics,"   volpin, pf",London Business School,Business,NA,NA,NA,NA,NA,NA,NA,NA,NA
1150,1980,1976-1980,"palmer, rw",Howard U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,2004,2004-2008,"pandey, p",Pennsylvania State U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,2005,2004-2008,"parker, ja",Princeton,Economics,"   preston, b",Columbia,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,1977,1976-1980,"parsons, do",Ohio State U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1217,1980,1976-1980,"parsons, do",Ohio State U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1231,1980,1976-1980,"parsons, do",Ohio State U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,2005,2004-2008,"peek, j",U Kentucky,Economics,"   rosengren, es",Federal Reserve Bank of Boston ,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,1977,1976-1980,"pelzman, j",U of South Carolina,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,1977,1976-1980,"pencavel, jh",Stanford,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1033,1979,1976-1980,"perloff, jm",Upenn,Economics,"   wachter, ml",Upenn,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,2004,2004-2008,"persson, t",Stockholm U,Economics,"   tabellini, g",Bocconi,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,1957,1956-1960,"peterson, m",Michigan,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,2007,2004-2008,"phelps, edmund s.",Columbia,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,2006,2004-2008,"piketty, t",PSE,Economics,"   postel-vinay, g",NA,Unknown,"   rosenthal, jl",UCLA,Economics,NA,NA,NA,NA,NA,NA
439,2007,2004-2008,"plott, charles r.",Caltech,Economics,"   zeiler, kathryn",Georgetown,Law,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,2005,2004-2008,"plott, cr",Caltech,Economics,"   zeiler, k",Georgetown,Law,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,2004,2004-2008,"plug, e",U of Amsterdam,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,1977,1976-1980,"poirier, dj",U Toronto,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
982,1978,1976-1980,"polemarchakis, hm",Harvard,Economics,"   weiss, l",Yale,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
621,1976,1976-1980,"poole, w",Brown,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826,1977,1976-1980,"porter, rc",U Michigan,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,2008,2004-2008,"post, thierry","Erasmus U, Rotterdam",Economics,"   van den assem, martijn j.","Erasmus U, Rotterdam",Economics,"   baltussen, guido","Erasmus U, Rotterdam",Economics,"   thaler, richard h.",U Chicago,Business,NA,NA,NA
273,2005,2004-2008,"prat, a",LSE,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,2006,2004-2008,"ramey, valerie a.",UC San Diego,Economics,"   vine, daniel j.",Board of Governors of the Federal Reserve System,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,2005,2004-2008,"rangel, a",Stanford,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,1957,1956-1960,"ranis, g",Yale,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1009,1979,1976-1980,"raviv, a",Carnegie Mellon U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1026,1979,1976-1980,"reagan, bb",Southern Methodist U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,2008,2004-2008,"redding, stephen j.",LSE,Economics,"   sturm, daniel a.",LSE,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
1151,1980,1976-1980,"reich, m",UC Berkeley,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,1956,1956-1960,"reid, mg",Chicago,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1053,1979,1976-1980,"reinhardt, ue",Princeton,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157,1980,1976-1980,"reinhardt, ue",Princeton,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,2004,2004-2008,"restuccia, d",U of New South Wales,Economics,"   urrutia, c",NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,1959,1956-1960,"robinson, ny",Wisconsin,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,1960,1956-1960,"robinson, r",brandeis,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607,1976,1976-1980,"robinson, s",Princeton,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,1977,1976-1980,"roistacher, ea","CUNY, Queens College",Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,1957,1956-1960,"rolph, er",Berkeley,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,1957,1956-1960,"rolph, er",Berkeley,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,2004,2004-2008,"romer, cd",UC Berkeley,Economics,"   romer, dh",UC Berkeley,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,1958,1956-1960,"roose, kd",Oberlin,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,1977,1976-1980,"rosenberg, n",Stanford,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,2005,2004-2008,"rossi-hansberg, e",Princeton,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,2007,2004-2008,"rossi-hansberg, esteban",Princeton,Economics,"   wright, mark l. j.",UCLA,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,2007,2004-2008,"roth, alvin e.",Harvard,Economics,"   sonmez, tayfun",Boston College,Economics,"   unver, m. utku",U of Pittsburgh ,Economics,NA,NA,NA,NA,NA,NA
349,2006,2004-2008,"rothstein, jesse m.",Princeton,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,1959,1956-1960,"ruggles, r",Yale,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,2005,2004-2008,"saez, e",UC Berkeley,Economics,"   veall, mr",McMaster U ,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,2005,2004-2008,"saint-paul, g",Toulouse,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,2004,2004-2008,"sala-i-martin, x",Columbia U,Economics,"   doppelhofer, g",Cambridge ,Economics,"   miller, ri",National Economic Research Associates ,Other,NA,NA,NA,NA,NA,NA
50,1957,1956-1960,"samuelson, pa",MIT,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,2004,2004-2008,"samwick, aa",Dartmouth,Economics,"   skinner, j",Dartmouth,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,2007,2004-2008,"sandroni, alvaro",Upenn,Economics,"   squintani, francesco",U degli Studi di Brescia,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,2007,2004-2008,"sannikov, yuliy",UC Berkeley,Economics,"   skrzypacz, andrzej",Stanford ,Business,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,2005,2004-2008,"santos-pinto, l",U Nova de Lisboa ,Economics,"   sobel, j",UC San Diego,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,2005,2004-2008,"sappington, dem","U Florida, Gainesville",Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,2006,2004-2008,"sargent, thomas",NYU,Economics,"   williams, noah",Princeton,Economics,"   zha, tao",Federal Reserve Bank of Atlanta,Fed,NA,NA,NA,NA,NA,NA
809,1977,1976-1980,"sato, r",Brown,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1957,1956-1960,"schatz, sp",Hofstra,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,2007,2004-2008,"schechter, laura",U Wisconsin,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,1956,1956-1960,"schelling, tc",Yale,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,2006,2004-2008,"schelling, thomas c.",U Maryland,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,2005,2004-2008,"schlenker, w",UC San Diego,Economics,"   hanemann, wm",UC Berkeley,Economics,"   fisher, ac",UC Berkeley,Economics,NA,NA,NA,NA,NA,NA
396,2006,2004-2008,"schmitz, pw",U Cologne ,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,1956,1956-1960,"scitovsky, t",Stanford,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,2007,2004-2008,"segal, ilya",Stanford,Economics,"   whinston, michael d.",Northwestern,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,1976,1976-1980,"sheshinski, e",Hebrew U,Economics,"   dreze, jh",Catholic U of Louvain,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,2005,2004-2008,"shimer, r",U Chicago,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,2008,2004-2008,"shimer, robert",U Chicago,Economics,"   werning, ivan",Mit,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,2007,2004-2008,"shimer, robert",U Chicago,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,1957,1956-1960,"shinohara, m",Hitosubashi,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,1959,1956-1960,"shoup, cs",Columbia,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,1980,1976-1980,"siegfried, jj",Vanderbilt,Economics,"   sweeney, gh",Vanderbilt,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,2006,2004-2008,"sims, ca",Princeton,Economics,"   zha, t",Federal Reserve Bank of Atlanta ,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,1976,1976-1980,"smith, vl",U Arizona,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,1956,1956-1960,"smith, wl",Ohio,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,1957,1956-1960,"smith, wl",Michigan,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,2005,2004-2008,"snyder, jm",MIT,Economics,"   ting, mm",Columbia,Political Science,"   ansolabehere, s",MIT,Political Science,NA,NA,NA,NA,NA,NA
258,2005,2004-2008,"soares, rr",U Maryland,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,1959,1956-1960,"sohmen, e",Yale,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,1958,1956-1960,"solow, rm",MIT,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,2004,2004-2008,"somerville, ra",Trinity College (Dublin) ,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,1977,1976-1980,"spengler, jj",Duke,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,2008,2004-2008,"stein, jeremy c.",Harvard,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,1959,1956-1960,"steiner, po",Wisconsin,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,2008,2004-2008,"steinsson, jon",Columbia,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,1958,1956-1960,"stigler, gj",Columbia,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1070,1979,1976-1980,"stiglitz, je",Oxford,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,1979,1976-1980,"stonebraker, rj",Indiana U of Pennsylvania,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,2008,2004-2008,"stromberg, david",Stockholm U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,2004,2004-2008,"sugden, r",U of East Anglia,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825,1977,1976-1980,"suits, db",Michigan State U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,1956,1956-1960,"suranyiunger, t",Syracuse,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
964,1978,1976-1980,"swoboda, ak",Graduate Institute of International Studies (Geneva),Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1124,1980,1976-1980,"tarshis, l",Stanford,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,1976,1976-1980,"taubman, p",Upenn,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,2004,2004-2008,"temin, p",MIT,Economics,"   voth, hj",U Pompeu Fabra,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,1976,1976-1980,"temin, p",MIT,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,2005,2004-2008,"thompson, p",Florida International U ,Economics,"   fox-kean, m",U of Houston,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,2006,2004-2008,"todd, petra e.",Upenn,Economics,"   wolpin, kenneth i.",Upenn,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
955,1978,1976-1980,"trosper, rl",Boston College,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,1977,1976-1980,"tuckman, hp",Florida State U,Economics,"   gapinski, jh",Florida State U,Economics,"   hagemann, rp",Florida State U,Economics,NA,NA,NA,NA,NA,NA
830,1977,1976-1980,"turnovsky, sj",Australian National U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,2006,2004-2008,"van den berg, gj",Free U,Economics,"   lindeboom, m",Free U,Economics,"   portrait, f",FALW,Other,NA,NA,NA,NA,NA,NA
535,2008,2004-2008,"van veelen, matthus",U of Amsterdam,Economics,"   van der weide, roy",World Bank,World Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA
874,1978,1976-1980,"vickery, c",UC Berkeley,Economics,"   bergmann, br",U Maryland,Economics,"   swartz, k",U Maryland,Economics,NA,NA,NA,NA,NA,NA
103,1959,1956-1960,"vining, r",Virginia,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,1976,1976-1980,"vogel, rc",Southern Illinois University – Carbondale,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,2006,2004-2008,"von wachter, till",Columbia,Economics,"   bender, stefan",Institute for Employment Research (Germany),Think tank,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,1976,1976-1980,"wachter, ml",Upenn,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,1958,1956-1960,"wagner, hm",Stanford,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,1976,1976-1980,"wagner, re",Virginia Polytechnic Institute,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,1958,1956-1960,"ward, b",Stanford,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
927,1978,1976-1980,"warner, jc",Stockton State College,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,1977,1976-1980,"warrenboulton, fr","Washington U, St. Louis",Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,2008,2004-2008,"washington, ebonya l.",Yale,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,2006,2004-2008,"wasmer, e",UQAM,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1956,1956-1960,"weintraub, s",Pennsylvania,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
845,1977,1976-1980,"weisbrod, ba",U Wisconsin-Madison,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,2007,2004-2008,"weitzman, martin l.",Harvard,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,1958,1956-1960,"westfield, fm",Northwestern,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,1977,1976-1980,"wheaton, wc",MIT,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,1977,1976-1980,"wheaton, wc",MIT,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833,1977,1976-1980,"wildasin, de","U Illinois, Chicago Circle",Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,1977,1976-1980,"wilder, rp",U of South Carolina,Economics,"   williams, cg",U of South Carolina,Economics,"   singh, d",U of South Carolina,Economics,NA,NA,NA,NA,NA,NA
721,1977,1976-1980,"williamson, jg",U Wisconsin-Madison,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,1979,1976-1980,"willig, rd",Princeton,Economics,"   bailey, ee",Civil Aeronautics Board,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,1979,1976-1980,"willig, rd",Princeton,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1063,1979,1976-1980,"wilson, ca",U Wisconsin,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,2004,2004-2008,"winter, e",Hebrew U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
838,1977,1976-1980,"wolpin, ki",Yale,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
947,1978,1976-1980,"wolpin, ki",Yale,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,2005,2004-2008,"yun, t","Kookmin U (Seoul, Korea)",Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,2008,2004-2008,"zhao, rui r.",U at Albany,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,2007,2004-2008,"amiti, mary",Federal Reserve Bank of NY,Fed,"   konings, jozef",U Catholique de Louvain,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,2005,2004-2008,"ashcraft, ab",Federal Reserve Bank of NY,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,2004,2004-2008,"barlevy, g",Federal Reserve Bank of Chicago,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,2007,2004-2008,"barlevy, gadi",Federal Reserve Bank of Chicago,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,2004,2004-2008,"campbell, jr",Federal Reserve Bank of Chicago,Fed,"   lapham, b",Queen's U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,2007,2004-2008,"davig, troy",Federal Reserve Bank of Kansas City,Fed,"   leeper, eric m.",Indiana U ,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,2008,2004-2008,"eggertsson, gauti b.",Federal Reserve Bank of NY,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,2005,2004-2008,"evans, cl",Board of Governors of the Federal Reserve System ,Fed,"   harrigan, j",Federal Reserve Bank of NY ,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,1976,1976-1980,"fleisig, h",Federal Reserve Board,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,1977,1976-1980,"girton, l",Board of Governors of the Federal Reserve System,Fed,"   roper, d",U of Utah,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,2007,2004-2008,"guidolin, massimo",Federal Reserve Bank of St.Louis,Fed,"   la ferrara, eliana",Bocconi,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,1977,1976-1980,"henderson, dw",Board of Governors of the Federal Reserve System,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1043,1979,1976-1980,"henderson, dw",Board of Governors of the Federal Reserve System,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,1976,1976-1980,"howard, dh",Board of Governors of the Federal Reserve System,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,2004,2004-2008,"huang, kxd",Federal Reserve Bank of Philadelphia,Fed,"   liu, z",Emory U,Economics,"   phaneuf, l",UQAM,Economics,NA,NA,NA,NA,NA,NA
837,1977,1976-1980,"isard, p",Board of Governors of the Federal Reserve System,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,2008,2004-2008,"justiniano, alejandro",Federal Reserve Bank of Chicago,Fed,"   primiceri, giorgio e.",Northwestern,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,1976,1976-1980,"kalchbrenner, jh",Board of Governors of the Federal Reserve System,Fed,"   tinsley, pa",Federal Reserve Board,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,2007,2004-2008,"khan, aubhik",Federal Reserve Bank of Philadelphia,Fed,"   thomas, julia k.",Federal Reserve Bank of Philadelphia,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA
