AUTHORS,JOURNAL,NUMB_REF,YEAR,ECONOMICS,FINANCE,BUSINESS,STATISTICS,DK,POLSCIENCE,COMMUNICATION,MEDIA,LAW,GENERAL.SCIENTIFIC,PSYCHOLOGY,MATHEMATICS,SOCIOLOGY,STATISTICAL.DATA,DEMOGRAPHY,HEALTH,MULTIDISC,NATURAL.SCIENCES,URBAN.STUDIES,PHILOSOPHY,OTHER,COMPUTER,AGRICULTURE,EDUCATION,HISTORY,ANTHROPOLOGY,PUBLIC.POL,NR
24153,ECONOMETRICA,26,2011,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,474
24154,ECONOMETRICA,50,2011,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,450
24155,ECONOMETRICA,31,2011,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,469
24156,ECONOMETRICA,37,2011,27,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,463
24157,ECONOMETRICA,61,2011,42,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,439
24158,ECONOMETRICA,39,2011,21,0,0,5,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,461
24159,ECONOMETRICA,35,2011,24,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,0,0,0,0,0,465
24160,ECONOMETRICA,55,2011,20,6,3,1,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,445
24161,ECONOMETRICA,8,2011,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,492
24162,ECONOMETRICA,38,2011,27,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,462
24163,ECONOMETRICA,31,2011,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,469
24164,ECONOMETRICA,39,2011,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,461
24165,ECONOMETRICA,44,2011,34,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,456
24166,ECONOMETRICA,43,2011,29,1,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,457
24167,ECONOMETRICA,53,2011,44,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,447
24168,ECONOMETRICA,49,2011,24,17,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,451
24169,ECONOMETRICA,36,2011,19,2,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,464
24170,ECONOMETRICA,32,2011,19,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,468
24171,ECONOMETRICA,17,2011,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,483
24172,ECONOMETRICA,42,2011,29,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,458
24173,ECONOMETRICA,58,2011,33,3,0,2,1,0,0,0,0,1,1,0,0,1,0,0,1,3,0,0,12,0,0,0,0,0,0,442
24174,ECONOMETRICA,43,2011,32,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,457
24175,ECONOMETRICA,15,2011,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,485
24176,ECONOMETRICA,34,2011,13,0,0,0,1,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,466
24177,ECONOMETRICA,46,2011,30,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,454
24178,ECONOMETRICA,9,2011,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,491
24179,ECONOMETRICA,63,2011,36,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,437
24180,ECONOMETRICA,40,2011,23,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,460
24181,ECONOMETRICA,67,2011,41,1,0,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,433
24182,ECONOMETRICA,19,2011,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,481
24183,ECONOMETRICA,46,2011,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1,0,0,454
24184,ECONOMETRICA,21,2011,13,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,479
24185,ECONOMETRICA,41,2011,23,0,0,5,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,459
24186,ECONOMETRICA,82,2011,39,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37,0,0,0,0,0,0,418
24187,ECONOMETRICA,73,2011,57,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,427
24188,ECONOMETRICA,52,2011,27,3,1,4,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,448
24189,ECONOMETRICA,36,2011,28,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,464
24190,ECONOMETRICA,71,2011,37,5,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,21,0,0,0,0,0,0,429
24191,ECONOMETRICA,36,2011,27,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,464
24192,ECONOMETRICA,47,2011,33,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,453
24193,JOURNAL OF POLITICAL ECONOMY,57,2011,20,3,0,0,1,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,443
24194,JOURNAL OF POLITICAL ECONOMY,84,2011,49,0,1,0,2,0,1,5,0,1,0,3,2,0,0,0,0,0,0,2,18,0,0,0,0,0,0,416
24195,JOURNAL OF POLITICAL ECONOMY,28,2011,16,0,0,1,0,0,0,0,4,0,1,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,472
24196,JOURNAL OF POLITICAL ECONOMY,61,2011,41,0,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,439
24197,JOURNAL OF POLITICAL ECONOMY,39,2011,27,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,461
24198,JOURNAL OF POLITICAL ECONOMY,66,2011,29,0,3,1,2,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,23,0,0,1,1,0,0,434
24199,JOURNAL OF POLITICAL ECONOMY,32,2011,20,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,468
24200,JOURNAL OF POLITICAL ECONOMY,35,2011,27,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,465
24201,JOURNAL OF POLITICAL ECONOMY,32,2011,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,468
24202,JOURNAL OF POLITICAL ECONOMY,30,2011,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,470
24203,JOURNAL OF POLITICAL ECONOMY,24,2011,16,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,476
24204,JOURNAL OF POLITICAL ECONOMY,35,2011,25,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,465
24205,JOURNAL OF POLITICAL ECONOMY,68,2011,50,0,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,10,0,0,0,0,0,0,432
24206,JOURNAL OF POLITICAL ECONOMY,58,2011,47,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,442
24207,JOURNAL OF POLITICAL ECONOMY,67,2011,9,0,0,0,4,7,0,3,0,0,0,0,1,0,0,0,0,0,0,0,42,0,0,0,0,0,1,433
24208,JOURNAL OF POLITICAL ECONOMY,29,2011,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,471
24209,JOURNAL OF POLITICAL ECONOMY,68,2011,16,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,47,0,0,0,0,0,0,432
24210,JOURNAL OF POLITICAL ECONOMY,38,2011,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,462
24211,JOURNAL OF POLITICAL ECONOMY,42,2011,22,2,0,0,0,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,12,0,0,0,0,0,0,458
24212,JOURNAL OF POLITICAL ECONOMY,31,2011,27,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,469
24213,JOURNAL OF POLITICAL ECONOMY,24,2011,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,476
24214,JOURNAL OF POLITICAL ECONOMY,48,2011,27,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,452
24215,JOURNAL OF POLITICAL ECONOMY,66,2011,30,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,434
24216,JOURNAL OF POLITICAL ECONOMY,45,2011,7,0,1,0,0,1,0,0,0,0,0,0,1,0,1,18,0,0,0,0,16,0,0,0,0,0,0,455
24217,JOURNAL OF POLITICAL ECONOMY,42,2011,22,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,458
24218,JOURNAL OF POLITICAL ECONOMY,20,2011,14,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,480
24219,JOURNAL OF POLITICAL ECONOMY,32,2011,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,468
24220,JOURNAL OF POLITICAL ECONOMY,59,2011,37,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,441
24221,JOURNAL OF POLITICAL ECONOMY,39,2011,25,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,461
24222,JOURNAL OF POLITICAL ECONOMY,22,2011,13,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,478
24223,QUARTERLY JOURNAL OF ECONOMICS,44,2011,24,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,456
24224,QUARTERLY JOURNAL OF ECONOMICS,70,2011,24,0,0,0,1,14,0,1,0,0,0,0,3,0,0,0,0,0,0,0,27,0,0,0,0,0,0,430
24225,QUARTERLY JOURNAL OF ECONOMICS,54,2011,31,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,16,0,0,0,0,0,0,446
24226,QUARTERLY JOURNAL OF ECONOMICS,46,2011,19,0,1,2,1,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,14,0,0,2,0,0,0,454
24227,QUARTERLY JOURNAL OF ECONOMICS,61,2011,16,0,0,1,4,3,4,2,0,0,1,0,3,0,1,0,0,0,0,0,26,0,0,0,0,0,0,439
24228,QUARTERLY JOURNAL OF ECONOMICS,33,2011,14,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,467
24229,QUARTERLY JOURNAL OF ECONOMICS,41,2011,27,0,2,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,459
24230,QUARTERLY JOURNAL OF ECONOMICS,49,2011,31,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,451
24231,QUARTERLY JOURNAL OF ECONOMICS,34,2011,23,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,466
24232,QUARTERLY JOURNAL OF ECONOMICS,59,2011,28,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,441
24233,QUARTERLY JOURNAL OF ECONOMICS,67,2011,37,0,2,1,1,0,0,0,3,1,2,0,4,0,0,0,0,0,0,0,15,0,0,1,0,0,0,433
24234,QUARTERLY JOURNAL OF ECONOMICS,5,2011,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,495
24235,QUARTERLY JOURNAL OF ECONOMICS,2,2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498
24236,QUARTERLY JOURNAL OF ECONOMICS,71,2011,37,4,1,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,429
24237,QUARTERLY JOURNAL OF ECONOMICS,85,2011,17,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,62,0,0,0,0,0,0,415
24238,QUARTERLY JOURNAL OF ECONOMICS,29,2011,19,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,471
24239,QUARTERLY JOURNAL OF ECONOMICS,28,2011,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,472
24240,QUARTERLY JOURNAL OF ECONOMICS,52,2011,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,448
24241,QUARTERLY JOURNAL OF ECONOMICS,51,2011,37,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,449
24242,QUARTERLY JOURNAL OF ECONOMICS,25,2011,11,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,475
24243,QUARTERLY JOURNAL OF ECONOMICS,41,2011,26,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,459
24244,QUARTERLY JOURNAL OF ECONOMICS,29,2011,15,0,0,0,0,1,0,0,3,0,3,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,471
24245,QUARTERLY JOURNAL OF ECONOMICS,56,2011,6,0,0,0,1,0,0,0,0,0,0,0,3,0,18,12,0,0,0,0,16,0,0,0,0,0,0,444
24246,QUARTERLY JOURNAL OF ECONOMICS,64,2011,23,0,8,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,436
24247,QUARTERLY JOURNAL OF ECONOMICS,35,2011,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,465
24248,QUARTERLY JOURNAL OF ECONOMICS,91,2011,33,1,0,1,3,2,0,0,0,1,0,0,3,0,1,1,0,0,1,0,40,0,0,0,3,1,0,409
24249,QUARTERLY JOURNAL OF ECONOMICS,62,2011,53,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,438
24250,QUARTERLY JOURNAL OF ECONOMICS,30,2011,7,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,470
24251,QUARTERLY JOURNAL OF ECONOMICS,41,2011,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,459
24252,QUARTERLY JOURNAL OF ECONOMICS,89,2011,43,0,1,0,0,1,0,1,0,1,24,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,411
24253,QUARTERLY JOURNAL OF ECONOMICS,51,2011,41,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,449
24254,QUARTERLY JOURNAL OF ECONOMICS,76,2011,9,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,60,0,0,0,0,0,0,424
24255,QUARTERLY JOURNAL OF ECONOMICS,46,2011,22,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,454
24256,QUARTERLY JOURNAL OF ECONOMICS,59,2011,27,0,1,3,1,1,0,1,0,0,3,0,1,0,1,0,0,0,0,0,20,0,0,0,0,0,0,441
24257,QUARTERLY JOURNAL OF ECONOMICS,53,2011,35,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,447
24258,QUARTERLY JOURNAL OF ECONOMICS,31,2011,23,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,469
24259,QUARTERLY JOURNAL OF ECONOMICS,62,2011,25,0,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,27,0,0,0,0,0,0,438
24260,QUARTERLY JOURNAL OF ECONOMICS,62,2011,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,438
24261,QUARTERLY JOURNAL OF ECONOMICS,36,2011,5,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,464
24262,QUARTERLY JOURNAL OF ECONOMICS,58,2011,38,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,442
24263,QUARTERLY JOURNAL OF ECONOMICS,41,2011,17,1,2,1,1,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,459
24264,QUARTERLY JOURNAL OF ECONOMICS,42,2011,27,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,458
24265,QUARTERLY JOURNAL OF ECONOMICS,32,2011,11,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,468
24266,QUARTERLY JOURNAL OF ECONOMICS,39,2011,17,10,0,0,2,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,461
24267,QUARTERLY JOURNAL OF ECONOMICS,38,2011,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,462
24268,QUARTERLY JOURNAL OF ECONOMICS,34,2011,14,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,466
24269,REVIEW OF ECONOMIC STUDIES,25,2011,20,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,475
24270,REVIEW OF ECONOMIC STUDIES,38,2011,26,1,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,462
24271,REVIEW OF ECONOMIC STUDIES,26,2011,17,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,474
24272,REVIEW OF ECONOMIC STUDIES,39,2011,25,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,461
24273,REVIEW OF ECONOMIC STUDIES,40,2011,27,0,1,2,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,460
24274,REVIEW OF ECONOMIC STUDIES,37,2011,25,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,463
24275,REVIEW OF ECONOMIC STUDIES,43,2011,34,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,457
24276,REVIEW OF ECONOMIC STUDIES,23,2011,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,477
24277,REVIEW OF ECONOMIC STUDIES,35,2011,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,465
24278,REVIEW OF ECONOMIC STUDIES,15,2011,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485
24279,REVIEW OF ECONOMIC STUDIES,46,2011,23,0,1,0,3,0,0,0,0,0,2,0,4,0,1,6,0,0,0,0,6,0,0,0,0,0,0,454
24280,REVIEW OF ECONOMIC STUDIES,48,2011,35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,452
24281,REVIEW OF ECONOMIC STUDIES,38,2011,22,0,0,0,0,7,1,0,1,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,462
24282,REVIEW OF ECONOMIC STUDIES,62,2011,41,12,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,438
24283,REVIEW OF ECONOMIC STUDIES,35,2011,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,465
24284,REVIEW OF ECONOMIC STUDIES,34,2011,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,466
24285,REVIEW OF ECONOMIC STUDIES,19,2011,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,481
24286,REVIEW OF ECONOMIC STUDIES,57,2011,46,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,443
24287,REVIEW OF ECONOMIC STUDIES,47,2011,26,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,453
24288,REVIEW OF ECONOMIC STUDIES,29,2011,20,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,471
24289,REVIEW OF ECONOMIC STUDIES,51,2011,31,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,12,0,0,0,0,0,0,449
24290,REVIEW OF ECONOMIC STUDIES,39,2011,22,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,461
24291,REVIEW OF ECONOMIC STUDIES,31,2011,23,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,469
24292,REVIEW OF ECONOMIC STUDIES,57,2011,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,443
24293,REVIEW OF ECONOMIC STUDIES,46,2011,23,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,454
24294,REVIEW OF ECONOMIC STUDIES,78,2011,14,0,0,1,4,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37,0,0,0,1,0,0,422
24295,REVIEW OF ECONOMIC STUDIES,28,2011,17,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472
24296,REVIEW OF ECONOMIC STUDIES,74,2011,44,17,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,426
24297,REVIEW OF ECONOMIC STUDIES,38,2011,16,1,2,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,462
24298,REVIEW OF ECONOMIC STUDIES,21,2011,7,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,479
24299,REVIEW OF ECONOMIC STUDIES,46,2011,35,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,454
24300,REVIEW OF ECONOMIC STUDIES,36,2011,16,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,464
24301,REVIEW OF ECONOMIC STUDIES,33,2011,26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,467
24302,REVIEW OF ECONOMIC STUDIES,20,2011,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,480
24303,REVIEW OF ECONOMIC STUDIES,45,2011,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,455
24304,REVIEW OF ECONOMIC STUDIES,40,2011,18,0,0,0,1,0,0,0,1,0,0,0,4,0,0,1,0,2,0,0,12,0,0,1,0,0,0,460
24305,REVIEW OF ECONOMIC STUDIES,30,2011,14,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,470
24306,REVIEW OF ECONOMIC STUDIES,40,2011,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,460
24307,REVIEW OF ECONOMIC STUDIES,46,2011,28,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,454
24308,REVIEW OF ECONOMIC STUDIES,51,2011,9,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,449
24309,REVIEW OF ECONOMIC STUDIES,35,2011,19,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,465
24310,REVIEW OF ECONOMIC STUDIES,36,2011,19,0,0,9,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,464
24311,REVIEW OF ECONOMIC STUDIES,47,2011,38,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,453
24312,REVIEW OF ECONOMIC STUDIES,23,2011,9,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,477
24313,REVIEW OF ECONOMIC STUDIES,58,2011,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,442
24314,REVIEW OF ECONOMIC STUDIES,66,2011,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,434
24315,REVIEW OF ECONOMIC STUDIES,32,2011,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,468
24316,REVIEW OF ECONOMIC STUDIES,38,2011,18,0,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,462
24317,REVIEW OF ECONOMIC STUDIES,62,2011,36,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,438
24318,REVIEW OF ECONOMIC STUDIES,21,2011,11,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,479
