UniqueID;JOURNAL;YEAR;AUT1;AFFIL_AUT1;PHD_AUT1;AUT2;AFFIL_AUT2;PHD_AUT2;AUT3;AFFIL_AUT3;PHD_AUT3;AUT4;AFFIL_AUT4;PHD_AUT4;AUT5;AFFIL_AUT5;PHD_AUT5;AUT6;AFFIL_AUT6;PHD_AUT6;AUT7;AFFIL_AUT7;PHD_AUT7;AUT8;AFFIL_AUT8;PHD_AUT8
773;QUARTERLY JOURNAL OF ECONOMICS;2005;luttmer, efp;Harvard University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
774;QUARTERLY JOURNAL OF ECONOMICS;2005;oster, e;Harvard University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
775;QUARTERLY JOURNAL OF ECONOMICS;2003;borjas, gj;Harvard University;Columbia University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
776;QUARTERLY JOURNAL OF ECONOMICS;2011;deming, david j.;Harvard University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
777;QUARTERLY JOURNAL OF ECONOMICS;2009;hart, oliver;Harvard University;Princeton University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
778;QUARTERLY JOURNAL OF ECONOMICS;2007;jensen, robert;Harvard University;Princeton University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
779;QUARTERLY JOURNAL OF ECONOMICS;2003;carroll, cd;Johns Hopkins University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
780;QUARTERLY JOURNAL OF ECONOMICS;2005;levy, g;London School of Economics;Princeton University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
781;QUARTERLY JOURNAL OF ECONOMICS;2007;werning, ivan;Massachusetts Institute of Technology;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
782;QUARTERLY JOURNAL OF ECONOMICS;2012;gabaix, xavier;New York University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
783;QUARTERLY JOURNAL OF ECONOMICS;2008;qian, yi;Northwestern University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
784;QUARTERLY JOURNAL OF ECONOMICS;2011;matsa, david a.;Northwestern University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
785;QUARTERLY JOURNAL OF ECONOMICS;2011;melzer, brian t.;Northwestern University;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
786;QUARTERLY JOURNAL OF ECONOMICS;2005;harstad, b;Northwestern University;University of Stockholm;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
787;QUARTERLY JOURNAL OF ECONOMICS;2011;piketty, thomas;Paris School of Economics;ENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
788;QUARTERLY JOURNAL OF ECONOMICS;2006;lazear, edward p.;Stanford University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
789;QUARTERLY JOURNAL OF ECONOMICS;2008;abramitzky, ran;Stanford University;Northwestern University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
790;QUARTERLY JOURNAL OF ECONOMICS;2011;fearon, james d.;Stanford University;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
791;QUARTERLY JOURNAL OF ECONOMICS;2004;niepelt, d;Stockholm University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
792;QUARTERLY JOURNAL OF ECONOMICS;2006;koszegi, b;University of California, Berkeley;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
793;QUARTERLY JOURNAL OF ECONOMICS;2006;mas, alexandre;University of California, Berkeley;Princeton University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
794;QUARTERLY JOURNAL OF ECONOMICS;2004;jacobson, m;University of California, Irvine;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
795;QUARTERLY JOURNAL OF ECONOMICS;2012;jensen, robert;University of California, Los Angeles;Princeton University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
796;QUARTERLY JOURNAL OF ECONOMICS;2011;ali, s. nageeb;University of California, San Diego;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
797;QUARTERLY JOURNAL OF ECONOMICS;2011;ramey, valerie a.;University of California, San Diego;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
798;QUARTERLY JOURNAL OF ECONOMICS;2005;young, a;University of Chicago;Columbia University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
799;QUARTERLY JOURNAL OF ECONOMICS;2006;gentzkow, matthew;University of Chicago;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
800;QUARTERLY JOURNAL OF ECONOMICS;2007;bleakley, hoyt;University of Chicago;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
801;QUARTERLY JOURNAL OF ECONOMICS;2005;ornelas, e;University of Georgia;University of Wisconsin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
802;QUARTERLY JOURNAL OF ECONOMICS;2003;list, ja;University of Maryland;University of Wyoming;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
803;QUARTERLY JOURNAL OF ECONOMICS;2006;bailey, mj;University of Michigan;Vanderbilt University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
804;QUARTERLY JOURNAL OF ECONOMICS;2010;saiz, albert;University of Pennsylvania;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
805;QUARTERLY JOURNAL OF ECONOMICS;2003;munshi, k;University of Pennsylvania;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
806;QUARTERLY JOURNAL OF ECONOMICS;2003;oreopoulos, p;University of Toronto;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
807;QUARTERLY JOURNAL OF ECONOMICS;2010;thompson, james r.;University of Waterloo;Queens University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
808;QUARTERLY JOURNAL OF ECONOMICS;2004;davis, jh;Vanguard Group;Duke University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
809;QUARTERLY JOURNAL OF ECONOMICS;2012;kraay, aart;World Bank;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
810;QUARTERLY JOURNAL OF ECONOMICS;2006;washington, ebonya;Yale University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
811;QUARTERLY JOURNAL OF ECONOMICS;2004;nalebuff, b;Yale University;Oxford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
812;QUARTERLY JOURNAL OF ECONOMICS;2011;athey, susan;Harvard University;Stanford University;ellison, glenn;Massachusetts Institute of Technology;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
813;QUARTERLY JOURNAL OF ECONOMICS;2010;anderson, eric t.;Northwestern University;Massachusetts Institute of Technology;simester, duncan i.;Massachusetts Institute of Technology;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
814;QUARTERLY JOURNAL OF ECONOMICS;2011;antras, pol;Harvard University;Universitat Pompeu Fabra;costinot, arnaud;Massachusetts Institute of Technology;Princeton University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
815;QUARTERLY JOURNAL OF ECONOMICS;2007;shimer, robert;University of Chicago;Massachusetts Institute of Technology;werning, ivan;Massachusetts Institute of Technology;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
816;QUARTERLY JOURNAL OF ECONOMICS;2004;besley, t;London School of Economics;Oxford University;burgess, r;London School of Economics;Oxford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
817;QUARTERLY JOURNAL OF ECONOMICS;2003;campbell, jy;Harvard University;Yale University;cocco, jf;London Business School;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
818;QUARTERLY JOURNAL OF ECONOMICS;2003;foster, ad;Brown University;Cornell University;rosenzweig, mr;Harvard University;Columbia University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
819;QUARTERLY JOURNAL OF ECONOMICS;2005;fuchs-schundeln, n;Harvard University;Yale University;schundeln, m;Harvard University;Yale University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
820;QUARTERLY JOURNAL OF ECONOMICS;2005;barro, rj;Harvard University;Harvard University;mccleary, rm;Harvard University;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
821;QUARTERLY JOURNAL OF ECONOMICS;2011;ericson, keith m. marzilli;Harvard University;Harvard University;fuster, andreas;Harvard University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
822;QUARTERLY JOURNAL OF ECONOMICS;2011;barro, robert j.;Harvard University;Harvard University;redlick, charles j.;Harvard University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
823;QUARTERLY JOURNAL OF ECONOMICS;2003;ellison, g;Massachusetts Institute of Technology;Massachusetts Institute of Technology;fudenberg, d;Harvard University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
824;QUARTERLY JOURNAL OF ECONOMICS;2012;fershtman, chaim;Tel Aviv University;The Hebrew University;pakes, ariel;Harvard University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
825;QUARTERLY JOURNAL OF ECONOMICS;2004;reinhart, cm;University of Maryland;Columbia University;rogoff, ks;Harvard University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
826;QUARTERLY JOURNAL OF ECONOMICS;2011;lewis, gregory;Harvard University;University of Michigan;bajari, patrick;University of Minnesota;University of Minnesota;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
827;QUARTERLY JOURNAL OF ECONOMICS;2012;bleakley, hoyt;University of Chicago;Massachusetts Institute of Technology;lin, jeffrey;Federal Reserve Bank of Philadelphia;University of California, San Diego;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
828;QUARTERLY JOURNAL OF ECONOMICS;2009;marshall, robert c.;Penn State University;University of California, San Diego;marx, leslie m.;Duke University;Northwestern University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
829;QUARTERLY JOURNAL OF ECONOMICS;2006;marmaros, d;Darmouth College;Stanford University;sacerdote, b;Darmouth College;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
830;QUARTERLY JOURNAL OF ECONOMICS;2011;amiti, mary;Federal Reserve Bank of New York;London School of Economics;weinstein, david e.;Columbia University;University of Michigan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
831;QUARTERLY JOURNAL OF ECONOMICS;2004;barbera, s;Universitat Autonoma de Barcelona;Universitat Autonoma de Barcelona;jackson, mo;California Institute of Technology;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
832;QUARTERLY JOURNAL OF ECONOMICS;2010;putterman, louis;Brown University;Yale University;weil, david n.;Brown University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
833;QUARTERLY JOURNAL OF ECONOMICS;2007;coate, stephen;Cornell University;Northwestern University;knight, brian;Brown University;University of Wisconsin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
834;QUARTERLY JOURNAL OF ECONOMICS;2008;klenow, peter j.;Stanford University;Stanford University;kryvtsov, oleksiy;Bank of Canada;University of Minnesota;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
835;QUARTERLY JOURNAL OF ECONOMICS;2003;ariely, d;Massachusetts Institute of Technology;Duke University;loewenstein, g;Carnegie Mellon University;Yale University;prelec, d;Massachusetts Institute of Technology;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
836;QUARTERLY JOURNAL OF ECONOMICS;2008;estevadeordal, antoni;Inter-American Development Bank;Harvard University;freund, caroline;World Bank;Columbia University;ornelas, emanuel;London School of Economics;University of Wisconsin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
837;QUARTERLY JOURNAL OF ECONOMICS;2012;bloom, nicholas;Stanford University;University College London;sadun, raffaella;Harvard University;London School of Economics;van reenen, john;London School of Economics;University College London;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
838;QUARTERLY JOURNAL OF ECONOMICS;2004;roth, ae;Harvard University;Stanford University;sonmez, t;Koc University;University of Rochester;unver, mu;Koc University;University of Pittsburgh;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
839;QUARTERLY JOURNAL OF ECONOMICS;2010;ambrus, attila;Harvard University;Princeton University;field, erica;Harvard University;Princeton University;torero, maximo;International Food Policy Research Institute;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
840;QUARTERLY JOURNAL OF ECONOMICS;2012;bordalo, pedro;University of London;Universite de Paris VI;gennaioli, nicola;Universitat Pompeu Fabra;Harvard University;shleifer, andrei;Harvard University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
841;QUARTERLY JOURNAL OF ECONOMICS;2010;bohnet, iris;Harvard University;University of Zurich;herrmann, benedikt;University of Nottingham;Georg-August University;zeckhauser, richard;Harvard University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
842;QUARTERLY JOURNAL OF ECONOMICS;2011;acemoglu, daron;Massachusetts Institute of Technology;London School of Economics;hassan, tarek a.;University of Chicago;Harvard University;robinson, james a.;Harvard University;Yale University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
843;QUARTERLY JOURNAL OF ECONOMICS;2009;antras, pol;Harvard University;Universitat Pompeu Fabra;desai, mihir a.;Harvard University;Harvard University;foley, c. fritz;Harvard University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
844;QUARTERLY JOURNAL OF ECONOMICS;2008;mullainathan, sendhil;Harvard University;Harvard University;schwartzstein, joshua;Harvard University;Harvard University;shleifer, andrei;Harvard University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
845;QUARTERLY JOURNAL OF ECONOMICS;2005;kling, jr;Princeton University;St Louis University;ludwig, j;Georgetown University;Duke University;katz, lf;Harvard University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
846;QUARTERLY JOURNAL OF ECONOMICS;2006;hobijn, bart;Federal Reserve Bank of New York;New York University;ravenna, federico;University of California Santa Cruz;New York University;tambalotti, andrea;Federal Reserve Bank of New York;Princeton University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
847;QUARTERLY JOURNAL OF ECONOMICS;2010;chen, yu-chin;University of Washington;Harvard University;rogoff, kenneth s.;Harvard University;Massachusetts Institute of Technology;rossi, barbara;Duke University;Princeton University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
848;QUARTERLY JOURNAL OF ECONOMICS;2009;brown, alexander l.;California Institute of Technology;California Institute of Technology;chua, zhikang eric;Singapore Public Service Commission;NA;camerer, colin f.;California Institute of Technology;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
849;QUARTERLY JOURNAL OF ECONOMICS;2012;merlob, brian;California Institute of Technology;NA;plott, charles r.;California Institute of Technology;University of Virginia;zhang, yuanjun;California Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
850;QUARTERLY JOURNAL OF ECONOMICS;2009;leider, stephen;University of Michigan;Harvard University;moebius, markus m.;Harvard University;Massachusetts Institute of Technology;rosenblat, tanya;Iowa State University;Massachusetts Institute of Technology;do, quoc-anh;Singapore Management University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
851;QUARTERLY JOURNAL OF ECONOMICS;2011;chetty, raj;Harvard University;Harvard University;friedman, john n.;Harvard University;Harvard University;olsen, tore;Harvard University;University of Copenhagen;pistaferri, luigi;Stanford University;University College London;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
852;QUARTERLY JOURNAL OF ECONOMICS;2006;fisman, r;Columbia University;Harvard University;iyengar, ss;Columbia University;Mississippi State University;kamenica, e;Harvard University;Harvard University;simonson, i;Stanford University;Duke University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
853;QUARTERLY JOURNAL OF ECONOMICS;2009;karlan, dean;Yale University;Massachusetts Institute of Technology;mobius, markus;Harvard University;Massachusetts Institute of Technology;rosenblat, tanya;Iowa State University;Massachusetts Institute of Technology;szeidl, adam;University of California, Berkeley;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
854;QUARTERLY JOURNAL OF ECONOMICS;2006;burchfield, m;Neptis Foundation;University of Toronto;overman, hg;London School of Economics;London School of Economics;puga, d;University of Toronto;London School of Economics;turner, ma;University of Toronto;Brown University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
855;QUARTERLY JOURNAL OF ECONOMICS;2006;landry, ce;East Carolina University;Cornell University;lange, a;University of Maryland;University of Heidelberg;list, ja;University of Chicago;University of Wyoming;price, mk;University of Nevada, Reno;University of Maryland;rupp, ng;East Carolina University;University of Texas;NA;NA;NA;NA;NA;NA;NA;NA;NA
856;QUARTERLY JOURNAL OF ECONOMICS;2004;botero, jc;Yale University;Georgetown University;djankov, s;World Bank;University of Michigan;la porta, r;Darmouth College;Harvard University;lopez-de-silanes, f;Yale University;Harvard University;Shleifer, Andrei;Harvard University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA
857;QUARTERLY JOURNAL OF ECONOMICS;2005;black, se;University of California, Los Angeles;Harvard University;devereux, pj;University of California, Los Angeles;Northwestern University;salvanes, kg;Norwegian School of Economics;Norwegian School of Economics;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
858;QUARTERLY JOURNAL OF ECONOMICS;2007;cremer, jacques;University of Toulouse;Massachusetts Institute of Technology;garicano, luis;University of Chicago;University of Chicago;prat, andrea;London School of Economics;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
859;QUARTERLY JOURNAL OF ECONOMICS;2010;atkeson, andrew;University of California, Los Angeles;Stanford University;chari, varadarajan v.;University of Minnesota;Carnegie-Mellon University;kehoe, patrick j.;University of Minnesota;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
860;QUARTERLY JOURNAL OF ECONOMICS;2009;guiso, luigi;European University Institute;University of Essex;sapienza, paola;Northwestern University;Harvard University;zingales, luigi;University of Chicago;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
861;QUARTERLY JOURNAL OF ECONOMICS;2012;aghion, philippe;Harvard University;Harvard University;fudenberg, drew;Harvard University;Massachusetts Institute of Technology;holden, richard;University of New South Wales;Harvard University;kunimoto, takashi;Hitotsubashi University;Brown University;tercieux, olivier;Paris School of Economics;Universite de Paris I;NA;NA;NA;NA;NA;NA;NA;NA;NA
862;QUARTERLY JOURNAL OF ECONOMICS;2007;bertrand, marianne;University of Chicago;Harvard University;djankov, simeon;International Finance Corporation;University of Michigan;hanna, rema;New York University;Massachusetts Institute of Technology;mullainathan, sendhil;Harvard University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
863;QUARTERLY JOURNAL OF ECONOMICS;2003;edin, pa;Uppsala University;Uppsala University;fredriksson, p;Uppsala University;Uppsala University;aslund, o;Uppsala Universiy;Uppsala University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
864;QUARTERLY JOURNAL OF ECONOMICS;2005;bandiera, o;London School of Economics;Boston College;barankay, i;University of Essex;University of Warwick;rasul, i;University of Chicago;London School of Economics;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
865;QUARTERLY JOURNAL OF ECONOMICS;2012;berman, nicolas;Graduate Institute of International and Development Studies (Geneva);Universite de Paris I;martin, philippe;SciencesPo Paris;Georgetown University;mayer, thierry;SciencesPo Paris;Universite de Paris I;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
866;QUARTERLY JOURNAL OF ECONOMICS;2004;gould, ed;Hebrew University;University of Chicago;lavy, v;Hebrew University;University of Chicago;paserman, md;Hebrew University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
867;QUARTERLY JOURNAL OF ECONOMICS;2004;yildiz, m;Massachusetts Institute of Technology;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
868;QUARTERLY JOURNAL OF ECONOMICS;2011;shayo, moses;Hebrew University;Princeton University;zussman, asaf;Hebrew University;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
869;QUARTERLY JOURNAL OF ECONOMICS;2003;svensson, j;Stockholm University;University of Stockholm;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
870;QUARTERLY JOURNAL OF ECONOMICS;2012;mcgrattan, ellen r.;University of Minnesota;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
871;QUARTERLY JOURNAL OF ECONOMICS;2008;foote, christopher l.;University of Maryland;University of Michigan;goetz, christopher f.;University of Maryland;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
872;QUARTERLY JOURNAL OF ECONOMICS;2006;falk, armin;University of Bonn;University of Zurich;fehr, ernst;University of Zurich;University of Vienna;zehnder, christian;University of Zurich;University of Zurich;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
873;QUARTERLY JOURNAL OF ECONOMICS;2004;aghion, p;Harvard University;Harvard University;alesina, a;Harvard University;Harvard University;trebbi, f;Harvard University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
874;QUARTERLY JOURNAL OF ECONOMICS;2012;jehiel, philippe;Paris School of Economics;EHESS;samuelson, larry;Yale University;University of Illinois;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
875;QUARTERLY JOURNAL OF ECONOMICS;2010;farhi, emmanuel;Harvard University;Massachusetts Institute of Technology;werning, ivan;Massachusetts Institute of Technology;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
876;QUARTERLY JOURNAL OF ECONOMICS;2003;gneezy, u;University of Chicago;Tilburg University;niederle, m;Stanford University;Harvard University;rustichini, a;University of Minnesota;University of Minnesota;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
877;QUARTERLY JOURNAL OF ECONOMICS;2010;lileeva, alla;York University;University of Toronto;trefler, daniel;University of Toronto;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
878;QUARTERLY JOURNAL OF ECONOMICS;2005;groseclose, t;University of California, Los Angeles;Stanford University;milyo, j;University of Missouri;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
